AMP Project ID,Latitude,Longitude,Precision,GeoNameID,Geoname,ADM1 ID,ADM1 Name,ADM2 ID,ADM2 Name,Donor,Recipient,Project Name,Status,Date of Agreement Signed,Date of Planned Completion,Comulative Commitment,Cumulative Disbursement,Type of Assistance,AMP Sector,MDGS1,AidData Sector,AidData Purpose Code,AidData Purpose Name,Has Feasibility Study?,Has Technical Assistance?,AidData Activity Codes,AidData Activity Names
872261149744,-15.78333,35,1,931755,Blantyre,1890,Southern Region,19321,Blantyre,World Bank,Malawi,Second National Water Project,Ongoing,2007,2012,"50,000,000.00","42,107,750.09",Loan,"Water, Sanitation and Irrigation",Sustainable Economic Growth,,14020,Water supply and sanitation - large systems,0,1,14010.02|14010.03|14015.02|14020.01|14020.03|14020.04|14020.05|14020.06|14030.02|14050.02|14082.01,"Water sector policy, planning and programmes|Institution capacity building, Water|Inland surface waters|Water supply and sanitation - large systems, activity unspecified or does not fit elsewhere in group|Sewerage|Intakes, storage, pumping stations, conveyance and distribution systems|Domestic and industrial waste water treatment plants|Water supply assessments and studies|Water supply and sanitation, low-cost technologies|Municipal and industrial solid waste management|All water research activities"
872261149753,-16,35.58333,3,925788,Mulanje District,1890,Southern Region,42176,Mulanje,World Bank,Malawi,Community Based Rural Land Development,Ongoing,2004,2009,"27,000,000.00","29,845,096.00",Grant,"Environment, Lands and Natural Resources",Sustainable Economic Growth,,43040,Rural development,0,1,31110.05|31120.03|43040.03|43040.04,"Agrarian reform|Farm development|Rural development, planning and management|Land use planning and management"
872261149753,-14.5,35.25,3,927245,Mangochi District,1890,Southern Region,19325,Mangochi,World Bank,Malawi,Community Based Rural Land Development,Ongoing,2004,2009,"27,000,000.00","29,845,096.00",Grant,"Environment, Lands and Natural Resources",Sustainable Economic Growth,,43040,Rural development,0,1,31110.05|31120.03|43040.03|43040.04,"Agrarian reform|Farm development|Rural development, planning and management|Land use planning and management"
872261149753,-14.91667,35.66667,3,927642,Machinga District,1890,Southern Region,42175,Machinga,World Bank,Malawi,Community Based Rural Land Development,Ongoing,2004,2009,"27,000,000.00","29,845,096.00",Grant,"Environment, Lands and Natural Resources",Sustainable Economic Growth,,43040,Rural development,0,1,31110.05|31120.03|43040.03|43040.04,"Agrarian reform|Farm development|Rural development, planning and management|Land use planning and management"
872261149753,-16.16667,35.16667,3,930283,Thyolo District,1890,Southern Region,19329,Thyolo,World Bank,Malawi,Community Based Rural Land Development,Ongoing,2004,2009,"27,000,000.00","29,845,096.00",Grant,"Environment, Lands and Natural Resources",Sustainable Economic Growth,,43040,Rural development,0,1,31110.05|31120.03|43040.03|43040.04,"Agrarian reform|Farm development|Rural development, planning and management|Land use planning and management"
872261149760,,,8,927384,Republic of Malawi,,,,,World Bank,Malawi,"Financial Management, Transparency and Accountability Project (FIMTAP)",Closed,2003,2008,"23,700,000.00","20,187,851.00",Loan,Economic Governance,Good Governance,,15120,Public sector financial management,0,0,15110.03|15120.02|15120.04|15150.08,"Institutional capacity building, Government|Improving public expenditure and financial management systems|Measures against waste, fraud and corruption|Free flow of information"
872261149765,,,6,927384,Republic of Malawi,,,,,World Bank,Malawi,MASAF III,Closed,2003,2006,"60,000,000.00","56,397,244.00",Grant,"Vulnerability, Disaster and Risk Management",Social Protection,,43010,Multisector aid,0,1,15110.04|16010.05|16010.10|24040.02|24040.03|24081.01|25081.01|43010.01,Support to other ministries and government departments when sector cannot be specified|Support for vulnerable groups|Social mitigation of HIV/AIDS|Micro-credit operations|Savings and credit co-operatives|All banking and financial services education/training activities|All business education/training activities|All unspecified multisector aid activities
872261149770,-15.38853,35.33802,1,7839248,University of Malawi - Chancellor College,1890,Southern Region,19330,Zomba,World Bank,Malawi,Education Sector Support Project,Ongoing,2005,2006,"32,200,000.00","33,826,485.42",Grant,Education,Social Development,,11110,Education policy and administrative management,1,1,11110.02|11110.03|11110.05|11120.06|11130.02|11182.01|11220.02|11320.07|11420.03|11420.05|11420.07|11430.01|12240.04|12240.05|12250.03|12250.05,"Education sector policy, planning and programmes|Institution capacity building, Education|School management and governance|Colloquia, seminars, lectures, etc.|In-service and pre-service training|Educational research, activity unspecified or does not fit elsewhere in group|Basic education, policy and administrative management|Secondary education, teacher training|Post-secondary education infrastructure|Provision of learning materials, equipment, supplies|Post-secondary education, teacher training|Advanced technical and managerial training, activity unspecified|Provision of nutrients (vitamin A, iodine, iron)|Nutrition and food hygiene education|Malaria control|Helminthiasis "
872261149770,-15.3792,35.32466,2,7839250,University of Malawi Administration,1890,Southern Region,19330,Zomba,World Bank,Malawi,Education Sector Support Project,Ongoing,2005,2006,"32,200,000.00","33,826,485.42",Grant,Education,Social Development,,11110,Education policy and administrative management,1,1,11110.02|11110.03|11110.05|11120.06|11130.02|11182.01|11220.02|11320.07|11420.03|11420.05|11420.07|11430.01|12240.04|12240.05|12250.03|12250.05,"Education sector policy, planning and programmes|Institution capacity building, Education|School management and governance|Colloquia, seminars, lectures, etc.|In-service and pre-service training|Educational research, activity unspecified or does not fit elsewhere in group|Basic education, policy and administrative management|Secondary education, teacher training|Post-secondary education infrastructure|Provision of learning materials, equipment, supplies|Post-secondary education, teacher training|Advanced technical and managerial training, activity unspecified|Provision of nutrients (vitamin A, iodine, iron)|Nutrition and food hygiene education|Malaria control|Helminthiasis "
872261149770,-11.422,33.99323,1,7839253,Mzuzu University,1889,Northern Region,19318,Mzimba,World Bank,Malawi,Education Sector Support Project,Ongoing,2005,2006,"32,200,000.00","33,826,485.42",Grant,Education,Social Development,,11110,Education policy and administrative management,1,1,11110.02|11110.03|11110.05|11120.06|11130.02|11182.01|11220.02|11320.07|11420.03|11420.05|11420.07|11430.01|12240.04|12240.05|12250.03|12250.05,"Education sector policy, planning and programmes|Institution capacity building, Education|School management and governance|Colloquia, seminars, lectures, etc.|In-service and pre-service training|Educational research, activity unspecified or does not fit elsewhere in group|Basic education, policy and administrative management|Secondary education, teacher training|Post-secondary education infrastructure|Provision of learning materials, equipment, supplies|Post-secondary education, teacher training|Advanced technical and managerial training, activity unspecified|Provision of nutrients (vitamin A, iodine, iron)|Nutrition and food hygiene education|Malaria control|Helminthiasis "
872261149770,,,6,927384,Republic of Malawi,,,,,World Bank,Malawi,Education Sector Support Project,Ongoing,2005,2006,"32,200,000.00","33,826,485.42",Grant,Education,Social Development,,11110,Education policy and administrative management,1,1,11110.02|11110.03|11110.05|11120.06|11130.02|11182.01|11220.02|11320.07|11420.03|11420.05|11420.07|11430.01|12240.04|12240.05|12250.03|12250.05,"Education sector policy, planning and programmes|Institution capacity building, Education|School management and governance|Colloquia, seminars, lectures, etc.|In-service and pre-service training|Educational research, activity unspecified or does not fit elsewhere in group|Basic education, policy and administrative management|Secondary education, teacher training|Post-secondary education infrastructure|Provision of learning materials, equipment, supplies|Post-secondary education, teacher training|Advanced technical and managerial training, activity unspecified|Provision of nutrients (vitamin A, iodine, iron)|Nutrition and food hygiene education|Malaria control|Helminthiasis "
872261149770,-15.385957,35.318801,2,923295,Zomba,1890,Southern Region,19330,Zomba,World Bank,Malawi,Education Sector Support Project,Ongoing,2005,2006,"32,200,000.00","33,826,485.42",Grant,Education,Social Development,,11110,Education policy and administrative management,1,1,11110.02|11110.03|11110.05|11120.06|11130.02|11182.01|11220.02|11320.07|11420.03|11420.05|11420.07|11430.01|12240.04|12240.05|12250.03|12250.05,"Education sector policy, planning and programmes|Institution capacity building, Education|School management and governance|Colloquia, seminars, lectures, etc.|In-service and pre-service training|Educational research, activity unspecified or does not fit elsewhere in group|Basic education, policy and administrative management|Secondary education, teacher training|Post-secondary education infrastructure|Provision of learning materials, equipment, supplies|Post-secondary education, teacher training|Advanced technical and managerial training, activity unspecified|Provision of nutrients (vitamin A, iodine, iron)|Nutrition and food hygiene education|Malaria control|Helminthiasis "
872261149770,-14.35,34.316667,1,930020,Dedza Secondary School,1888,Central Region,19307,Dedza,World Bank,Malawi,Education Sector Support Project,Ongoing,2005,2006,"32,200,000.00","33,826,485.42",Grant,Education,Social Development,,11110,Education policy and administrative management,1,1,11110.02|11110.03|11110.05|11120.06|11130.02|11182.01|11220.02|11320.07|11420.03|11420.05|11420.07|11430.01|12240.04|12240.05|12250.03|12250.05,"Education sector policy, planning and programmes|Institution capacity building, Education|School management and governance|Colloquia, seminars, lectures, etc.|In-service and pre-service training|Educational research, activity unspecified or does not fit elsewhere in group|Basic education, policy and administrative management|Secondary education, teacher training|Post-secondary education infrastructure|Provision of learning materials, equipment, supplies|Post-secondary education, teacher training|Advanced technical and managerial training, activity unspecified|Provision of nutrients (vitamin A, iodine, iron)|Nutrition and food hygiene education|Malaria control|Helminthiasis "
872261149770,-13.9979,33.78497,1,7839261,Lilongwe Girls Secondary School,1888,Central Region,19310,Lilongwe,World Bank,Malawi,Education Sector Support Project,Ongoing,2005,2006,"32,200,000.00","33,826,485.42",Grant,Education,Social Development,,11110,Education policy and administrative management,1,1,11110.02|11110.03|11110.05|11120.06|11130.02|11182.01|11220.02|11320.07|11420.03|11420.05|11420.07|11430.01|12240.04|12240.05|12250.03|12250.05,"Education sector policy, planning and programmes|Institution capacity building, Education|School management and governance|Colloquia, seminars, lectures, etc.|In-service and pre-service training|Educational research, activity unspecified or does not fit elsewhere in group|Basic education, policy and administrative management|Secondary education, teacher training|Post-secondary education infrastructure|Provision of learning materials, equipment, supplies|Post-secondary education, teacher training|Advanced technical and managerial training, activity unspecified|Provision of nutrients (vitamin A, iodine, iron)|Nutrition and food hygiene education|Malaria control|Helminthiasis "
872261149770,-15.78464,35.02928,1,7839263,Blantyre Secondary School,1890,Southern Region,19321,Blantyre,World Bank,Malawi,Education Sector Support Project,Ongoing,2005,2006,"32,200,000.00","33,826,485.42",Grant,Education,Social Development,,11110,Education policy and administrative management,1,1,11110.02|11110.03|11110.05|11120.06|11130.02|11182.01|11220.02|11320.07|11420.03|11420.05|11420.07|11430.01|12240.04|12240.05|12250.03|12250.05,"Education sector policy, planning and programmes|Institution capacity building, Education|School management and governance|Colloquia, seminars, lectures, etc.|In-service and pre-service training|Educational research, activity unspecified or does not fit elsewhere in group|Basic education, policy and administrative management|Secondary education, teacher training|Post-secondary education infrastructure|Provision of learning materials, equipment, supplies|Post-secondary education, teacher training|Advanced technical and managerial training, activity unspecified|Provision of nutrients (vitamin A, iodine, iron)|Nutrition and food hygiene education|Malaria control|Helminthiasis "
872261149770,-11.45739,34.05049,1,7839264,Mzuzu Government Secondary School,1889,Northern Region,19318,Mzimba,World Bank,Malawi,Education Sector Support Project,Ongoing,2005,2006,"32,200,000.00","33,826,485.42",Grant,Education,Social Development,,11110,Education policy and administrative management,1,1,11110.02|11110.03|11110.05|11120.06|11130.02|11182.01|11220.02|11320.07|11420.03|11420.05|11420.07|11430.01|12240.04|12240.05|12250.03|12250.05,"Education sector policy, planning and programmes|Institution capacity building, Education|School management and governance|Colloquia, seminars, lectures, etc.|In-service and pre-service training|Educational research, activity unspecified or does not fit elsewhere in group|Basic education, policy and administrative management|Secondary education, teacher training|Post-secondary education infrastructure|Provision of learning materials, equipment, supplies|Post-secondary education, teacher training|Advanced technical and managerial training, activity unspecified|Provision of nutrients (vitamin A, iodine, iron)|Nutrition and food hygiene education|Malaria control|Helminthiasis "
872261149772,-9.75,33.25,3,235749,Chitipa District,1889,Northern Region,19316,Chitipa,World Bank,Malawi,"Irrigation, Rural Livelihoods and Agriculture Development (IRLAD)",Ongoing,2005,2012,"40,000,000.00","43,486,444.34",Grant,"Water, Sanitation and Irrigation",Sustainable Economic Growth,,31120,Agricultural development,0,1,14010.02|31110.03|31110.04|31130.02|31140.01|31140.02|31140.03|31140.04|31150.02|31150.03|31181.01|31181.02|31191.01|31191.02|31191.04|41050.03,"Water sector policy, planning and programmes|Institution capacity building, Agriculture|Aid to agricultural ministries|Soil improvement|Agricultural water resources, activity unspecified or does not fit elsewhere in group|Irrigation|Reservoirs|Hydraulic structures|Supply of seeds|Supply of fertilizers|Formal education/training, Agriculture|Agricultural extension|Agricultural services |Plant and post-harvest protection and pest control|Agricultural co-operatives|River or sea flood control"
872261149772,-15.43007,35.41829,3,923292,Zomba District,1890,Southern Region,19330,Zomba,World Bank,Malawi,"Irrigation, Rural Livelihoods and Agriculture Development (IRLAD)",Ongoing,2005,2012,"40,000,000.00","43,486,444.34",Grant,"Water, Sanitation and Irrigation",Sustainable Economic Growth,,31120,Agricultural development,0,1,14010.02|31110.03|31110.04|31130.02|31140.01|31140.02|31140.03|31140.04|31150.02|31150.03|31181.01|31181.02|31191.01|31191.02|31191.04|41050.03,"Water sector policy, planning and programmes|Institution capacity building, Agriculture|Aid to agricultural ministries|Soil improvement|Agricultural water resources, activity unspecified or does not fit elsewhere in group|Irrigation|Reservoirs|Hydraulic structures|Supply of seeds|Supply of fertilizers|Formal education/training, Agriculture|Agricultural extension|Agricultural services |Plant and post-harvest protection and pest control|Agricultural co-operatives|River or sea flood control"
872261149772,-13.75,34.5,3,924053,Salima District,1888,Central Region,19315,Salima,World Bank,Malawi,"Irrigation, Rural Livelihoods and Agriculture Development (IRLAD)",Ongoing,2005,2012,"40,000,000.00","43,486,444.34",Grant,"Water, Sanitation and Irrigation",Sustainable Economic Growth,,31120,Agricultural development,0,1,14010.02|31110.03|31110.04|31130.02|31140.01|31140.02|31140.03|31140.04|31150.02|31150.03|31181.01|31181.02|31191.01|31191.02|31191.04|41050.03,"Water sector policy, planning and programmes|Institution capacity building, Agriculture|Aid to agricultural ministries|Soil improvement|Agricultural water resources, activity unspecified or does not fit elsewhere in group|Irrigation|Reservoirs|Hydraulic structures|Supply of seeds|Supply of fertilizers|Formal education/training, Agriculture|Agricultural extension|Agricultural services |Plant and post-harvest protection and pest control|Agricultural co-operatives|River or sea flood control"
872261149772,-10.75,33.83333,3,924100,Rumphi District,1889,Northern Region,19320,Rumphi,World Bank,Malawi,"Irrigation, Rural Livelihoods and Agriculture Development (IRLAD)",Ongoing,2005,2012,"40,000,000.00","43,486,444.34",Grant,"Water, Sanitation and Irrigation",Sustainable Economic Growth,,31120,Agricultural development,0,1,14010.02|31110.03|31110.04|31130.02|31140.01|31140.02|31140.03|31140.04|31150.02|31150.03|31181.01|31181.02|31191.01|31191.02|31191.04|41050.03,"Water sector policy, planning and programmes|Institution capacity building, Agriculture|Aid to agricultural ministries|Soil improvement|Agricultural water resources, activity unspecified or does not fit elsewhere in group|Irrigation|Reservoirs|Hydraulic structures|Supply of seeds|Supply of fertilizers|Formal education/training, Agriculture|Agricultural extension|Agricultural services |Plant and post-harvest protection and pest control|Agricultural co-operatives|River or sea flood control"
872261149772,-16.75,35.16667,3,924567,Nsanje District,1890,Southern Region,19328,Nsanje,World Bank,Malawi,"Irrigation, Rural Livelihoods and Agriculture Development (IRLAD)",Ongoing,2005,2012,"40,000,000.00","43,486,444.34",Grant,"Water, Sanitation and Irrigation",Sustainable Economic Growth,,31120,Agricultural development,0,1,14010.02|31110.03|31110.04|31130.02|31140.01|31140.02|31140.03|31140.04|31150.02|31150.03|31181.01|31181.02|31191.01|31191.02|31191.04|41050.03,"Water sector policy, planning and programmes|Institution capacity building, Agriculture|Aid to agricultural ministries|Soil improvement|Agricultural water resources, activity unspecified or does not fit elsewhere in group|Irrigation|Reservoirs|Hydraulic structures|Supply of seeds|Supply of fertilizers|Formal education/training, Agriculture|Agricultural extension|Agricultural services |Plant and post-harvest protection and pest control|Agricultural co-operatives|River or sea flood control"
872261149772,-11.5,34,3,924730,Nkhata Bay District,1889,Northern Region,42173,Nkhata Bay,World Bank,Malawi,"Irrigation, Rural Livelihoods and Agriculture Development (IRLAD)",Ongoing,2005,2012,"40,000,000.00","43,486,444.34",Grant,"Water, Sanitation and Irrigation",Sustainable Economic Growth,,31120,Agricultural development,0,1,14010.02|31110.03|31110.04|31130.02|31140.01|31140.02|31140.03|31140.04|31150.02|31150.03|31181.01|31181.02|31191.01|31191.02|31191.04|41050.03,"Water sector policy, planning and programmes|Institution capacity building, Agriculture|Aid to agricultural ministries|Soil improvement|Agricultural water resources, activity unspecified or does not fit elsewhere in group|Irrigation|Reservoirs|Hydraulic structures|Supply of seeds|Supply of fertilizers|Formal education/training, Agriculture|Agricultural extension|Agricultural services |Plant and post-harvest protection and pest control|Agricultural co-operatives|River or sea flood control"
872261149772,-14,33.58333,3,927964,Lilongwe District,1888,Central Region,19310,Lilongwe,World Bank,Malawi,"Irrigation, Rural Livelihoods and Agriculture Development (IRLAD)",Ongoing,2005,2012,"40,000,000.00","43,486,444.34",Grant,"Water, Sanitation and Irrigation",Sustainable Economic Growth,,31120,Agricultural development,0,1,14010.02|31110.03|31110.04|31130.02|31140.01|31140.02|31140.03|31140.04|31150.02|31150.03|31181.01|31181.02|31191.01|31191.02|31191.04|41050.03,"Water sector policy, planning and programmes|Institution capacity building, Agriculture|Aid to agricultural ministries|Soil improvement|Agricultural water resources, activity unspecified or does not fit elsewhere in group|Irrigation|Reservoirs|Hydraulic structures|Supply of seeds|Supply of fertilizers|Formal education/training, Agriculture|Agricultural extension|Agricultural services |Plant and post-harvest protection and pest control|Agricultural co-operatives|River or sea flood control"
872261149772,-14.16667,34.33333,3,930023,Dedza District,1888,Central Region,19307,Dedza,World Bank,Malawi,"Irrigation, Rural Livelihoods and Agriculture Development (IRLAD)",Ongoing,2005,2012,"40,000,000.00","43,486,444.34",Grant,"Water, Sanitation and Irrigation",Sustainable Economic Growth,,31120,Agricultural development,0,1,14010.02|31110.03|31110.04|31130.02|31140.01|31140.02|31140.03|31140.04|31150.02|31150.03|31181.01|31181.02|31191.01|31191.02|31191.04|41050.03,"Water sector policy, planning and programmes|Institution capacity building, Agriculture|Aid to agricultural ministries|Soil improvement|Agricultural water resources, activity unspecified or does not fit elsewhere in group|Irrigation|Reservoirs|Hydraulic structures|Supply of seeds|Supply of fertilizers|Formal education/training, Agriculture|Agricultural extension|Agricultural services |Plant and post-harvest protection and pest control|Agricultural co-operatives|River or sea flood control"
872261149772,-16.16667,34.75,3,931067,Chikwawa District,1890,Southern Region,19322,Chikwawa,World Bank,Malawi,"Irrigation, Rural Livelihoods and Agriculture Development (IRLAD)",Ongoing,2005,2012,"40,000,000.00","43,486,444.34",Grant,"Water, Sanitation and Irrigation",Sustainable Economic Growth,,31120,Agricultural development,0,1,14010.02|31110.03|31110.04|31130.02|31140.01|31140.02|31140.03|31140.04|31150.02|31150.03|31181.01|31181.02|31191.01|31191.02|31191.04|41050.03,"Water sector policy, planning and programmes|Institution capacity building, Agriculture|Aid to agricultural ministries|Soil improvement|Agricultural water resources, activity unspecified or does not fit elsewhere in group|Irrigation|Reservoirs|Hydraulic structures|Supply of seeds|Supply of fertilizers|Formal education/training, Agriculture|Agricultural extension|Agricultural services |Plant and post-harvest protection and pest control|Agricultural co-operatives|River or sea flood control"
872261149772,-15.5,35,3,931754,Blantyre District,1890,Southern Region,19321,Blantyre,World Bank,Malawi,"Irrigation, Rural Livelihoods and Agriculture Development (IRLAD)",Ongoing,2005,2012,"40,000,000.00","43,486,444.34",Grant,"Water, Sanitation and Irrigation",Sustainable Economic Growth,,31120,Agricultural development,0,1,14010.02|31110.03|31110.04|31130.02|31140.01|31140.02|31140.03|31140.04|31150.02|31150.03|31181.01|31181.02|31191.01|31191.02|31191.04|41050.03,"Water sector policy, planning and programmes|Institution capacity building, Agriculture|Aid to agricultural ministries|Soil improvement|Agricultural water resources, activity unspecified or does not fit elsewhere in group|Irrigation|Reservoirs|Hydraulic structures|Supply of seeds|Supply of fertilizers|Formal education/training, Agriculture|Agricultural extension|Agricultural services |Plant and post-harvest protection and pest control|Agricultural co-operatives|River or sea flood control"
